大立國際實業 好市多
大立國際實業 大統百貨企業
大立國際實業 威皇國際實業
大立國際實業 威盈國際實業
邁登新 誠心投資
中國製釉 元盛投資
中國製釉 致嘉科技
中國製釉 點量科技
三好食品 榮成紙業
中經合全球創業投資 元大創業投資
中經合全球創業投資 松橋投資
中經合全球創業投資 僑泰興投資
中經合全球創業投資 大成長城企業
安新建築經理 安信建築經理
裕來產業機械 台文針織
鼎鼎聯合行銷 遠傳電信
鼎鼎聯合行銷 遠東百貨
鼎鼎聯合行銷 太平洋崇光百貨
鼎鼎聯合行銷 新世紀資通
中一光電有限公司 昱鼎能源科技開發
堃霖冷凍機械 東元電機
堃霖冷凍機械 愛美家
隆達電子 主流照明
隆達電子 亮利投資
隆達電子 威邦投資
三五紡織 貴禧投資
三五紡織 寶甲企業
三五紡織 三五橡膠廠
三五紡織 創元開發
奧菲拉斯企業 衛利生物科技
中鋼碳素化學 中國鋼鐵
中鋼碳素化學 中碳化凝
中鋼碳素化學 景裕國際
中鋼碳素化學 中鼎工程
中鋼碳素化學 中國鋼鐵結構
中鋼碳素化學 運鴻投資
中鋼碳素化學 台安生物科技
中鋼碳素化學 中國合成橡膠
中鋼碳素化學 中聯資源
中鋼碳素化學 尚揚創業投資
中鋼碳素化學 高瑞投資
中鋼碳素化學 立慶隆投資
城泰投資 沛盛實業
聯一顧問 聯一綜合投資
聯一顧問 仰德投資事業
宏葉投資 福發實業
宏葉投資 傑俐實業
瑞鼎科技 利鼎創業投資
瑞鼎科技 達利貳投資有限公司
瑞鼎科技 達利投資
億創 和全國際
智元創業投資 緯創資通
智元創業投資 永豐金證券
智元創業投資 寶成工業
台崧建設 佑華國際
台崧建設 康思開發管理顧問
台崧建設 華崧物業
泰奇投資 奇美食品
台惟工業 中華台亞
聯誠貿易 信昌投資
聯誠貿易 台灣通運倉儲
摩天輪國際開發 世鴻興業
巧思得 相信音樂國際
諾嘉 大仲國際開發有限公司
諾嘉 大洋育樂
達裕國際科技 倍利開發
達裕國際科技 寶成工業
開發文創價值創業投資 開發科技顧問
開發文創價值創業投資 穩懋半導體
開發文創價值創業投資 兆豐國際商業銀行
開發文創價值創業投資 智富開發一號投資
開發文創價值創業投資 新竹物流
開發文創價值創業投資 世友投資
開發文創價值創業投資 勤美
欣楓 華儲
欣楓 信鑫創業投資
康立為生醫科技 聯華食品工業
康立為生醫科技 鼎翔生醫科技
謙德檢驗 謙德環境科技有限公司
謙德檢驗 清華科技檢驗
宏暘科技 旺宏電子
友縳投資 台灣光罩
星陽投資 南陽實業
天品開發 志信國際
大仲 榮周投資
大仲 友力工業
大仲 大仲國際開發有限公司
遠雄國際投資 遠雄航空自由貿易港區
遠雄國際投資 遠雄人壽保險事業
遠雄國際投資 翔工機械
遠雄國際投資 遠雄國際商務中心有限公司
遠雄國際投資 遠雄自貿港投資控股
遠雄國際投資 千翔保全
遠雄國際投資 遠雄悅來大飯店
遠雄國際投資 遠雄商業開發
遠雄國際投資 遠雄巨蛋事業
遠雄國際投資 漢威巨蛋開發
遠雄國際投資 陽明山娛樂事業有限公司
遠雄國際投資 東源營造工程
遠雄國際投資 麗景育樂開發
今上達食品 優勢餐飲企業
國票金融控股 國票綜合證券
國票金融控股 國票創業投資
中菱機電 台灣三菱電梯
路斯特綠能 聯電新投資事業
臺灣新光商業銀行 誠勇企業管理顧問
臺灣新光商業銀行 新光銀保險代理人
台塑鋰鐵材料科技 臺塑汽車貨運
台塑鋰鐵材料科技 長園科技實業
智同科技 尚志投資
智同科技 智易科技
智同科技 中華投資
弘勝光電 駿躍投資
伊騰達健康事業 寶輝開發
伊騰達健康事業 筑燕休閒事業
合協興 合順興
洋鈿國際媒體事業 靖天傳播國際事業
西基電腦動畫 聯訊貳創業投資
立潤 穎達農牧
立潤 田潤
立潤 高鵬電子商務科技
立潤 潤成
雲端生活家 微程式資訊
雲端生活家 新保投資
首映創意 億銆投資
首映創意 兩隻老虎
兆博投資 正基科技
威神企業有限公司 東部砂石
樺壹租賃 銘漢建設開發
優良化學製藥 捷聲通訊
優良化學製藥 健喬信元醫藥生技
億誠企業 明揚國際科技
本善創業投資 流線傳媒
本善創業投資 北斗投資有限公司
華慶投資 華光電線電纜
住縈行建設 住商實業
大同亞瑟頓 永怡投資有限公司
大同亞瑟頓 騰悅投資
懷恩生命服務事業 懷仁國際
泰銘綠能 百弘投資
義傳科技 義隆電子
全航投資 同致電子企業
微風和伊授桌餐飲管理顧問 微風國際
鳳勝實業 石光開發
鳳勝實業 和順建材
鳳勝實業 東部砂石
鳳勝實業 官田鋼鐵
艾迪普科技 洋溢投資
國基投資 台灣優視媒體科技
台灣新日化 和園投資
台灣新日化 耐斯企業
泉信企業 連全投資企業有限公司
協新汽車 匯豐汽車
協新汽車 協進產物保險代理人
樂活全球實業 桑緹亞
台灣艾希亞投資 台灣丸紅
台灣艾希亞投資 長生電力
流線傳媒 里斯特資訊媒體
興普科技 詮普科技
興普科技 鴻達國際投資
正大旅行社 文經開發
正大旅行社 山發國際
正大旅行社 仁云
國軒投資 榮淵投資
大眾興業 允良營造有限公司
大眾興業 隆大營建事業
鉑達科技 全德投資
鉑達科技 建達國際
鉑達科技 坤昌投資
華科采邑 華新麗華
華科采邑 瀚宇杰盟
華科采邑 華新科技
遠來企業管理顧問 信宇投資
新衡國際 仲華國際
太平洋亞太電訊 富邦金融控股
久益 鼎豪實業
久益 慶宇投資有限公司
久益 慶豐環宇
利生藥品 三悅健康生活館
利生藥品 新寶富生物科技
利生藥品 安富興業
和威傳播 緯來電視網
台瞻科技 國際前瞻創業投資
貞豪企業 華榮電線電纜
統創投資控股 旭柴投資
星榕 慶鼎科技
星榕 將相開發有限公司
登瑞建設 昇捷建設
華亞汽電 台朔重工
菁山溫泉開發興業 宏盛建設
世鴻興業 金格食品
世鴻興業 九如實業
世鴻興業 力特光電科技
世鴻興業 九如投資
泰羅斯 泰羅斯
合陽管理顧問 櫻花建設
合陽管理顧問 晉偉工程
山盟投資 玉山金融控股
榮豐礦業 幸福水泥
榮豐礦業 華東化工
榮豐礦業 立祥工業
榮豐礦業 山景礦業開發有限公司
榮豐礦業 梅林白石化工
榮豐礦業 榮礦企業
玉新資產管理 宇廣營造
玉新資產管理 德昌營造
應華精密科技 應華工業
應華精密科技 能率投資
應華精密科技 佳能企業
東森投資 森信息
東森投資 森傳媒
和平整合資訊 驊宏國際
景達投資 高青開發
匯鑽科技 鳴棋投資
匯鑽科技 鑫鐽投資
匯鑽科技 匯鉎投資
台灣欣恆美 中影
台灣欣恆美 天億寶石
日華金典國際酒店 勤美
泛宇實業 智勇開發實業
泛宇實業 中華工程
泛宇實業 精點企管顧問有限公司
宏呈企業 三福氣體
鐵研科技 臺灣永光化學工業
新霖生物科技 承業生醫投資控股
藍星開發 德育國際有限公司
藍星開發 國寶服務
視動自動化科技 閎宥投資
視動自動化科技 釹恩投資
視動自動化科技 昕翔投資
視動自動化科技 奈洛科學儀器有限公司
紅典建設開發 紅典誠美建設
驊宏資通 驊宏國際
驊宏資通 華昇創業投資
太平洋森活 森默文創
太平洋森活 揚銘投資顧問
華陸創業投資 凌騰科技
華陸創業投資 長江物產
華陸創業投資 仁寶電腦工業
華陸創業投資 永豐金證券
華陸創業投資 元大創業投資
華陸創業投資 兆豐國際商業銀行
華陸創業投資 國泰創業投資
華陸創業投資 富邦綜合證券
日盛人身保險代理人 日盛國際商業銀行
安捷國際金資 宇通光電通信
中華城 中華工程
振芳投資 力泰建設企業
仁寶電腦工業 金仁寶管理服務
仁寶電腦工業 利豐光電
仁寶電腦工業 航欣科技
仁寶電腦工業 晨豐光電
仁寶電腦工業 鋐寶科技
仁寶電腦工業 廣源投資
仁寶電腦工業 弘晉投資
仁寶電腦工業 恆顥科技
仁寶電腦工業 智易科技
仁寶電腦工業 威寶電信
仁寶電腦工業 美鑫創業投資
仁寶電腦工業 立虹光電
仁寶電腦工業 博智電子
仁寶電腦工業 麥實創業投資
仁寶電腦工業 弘記投資
仁寶電腦工業 立寶光電
仁寶電腦工業 華期創業投資
仁寶電腦工業 瑞宏新技
仁寶電腦工業 鎧寶投資
仁寶電腦工業 詠寶投資
友信開發投資 裕祥興業
友信開發投資 英雄先進科技有限公司
玉山保險經紀人 玉山金融控股
台康生技 中國信託創業投資
台康生技 台耀化學
台康生技 歐加司塔投資
綠捷 華中汽車
達和技術服務 達和環保服務
易琉璃有限公司 奧亞數位文創有限公司
環宇投資 中加投資發展
環宇投資 台灣苯乙烯工業
環宇投資 維景國際酒店
環宇投資 環宇財務顧問
環宇投資 金鑫投資
環宇投資 合宇投資
環宇投資 太子汽車工業
環宇投資 桓宇證券投資顧問
環宇投資 東裕電器
環宇投資 永耕健康管理
環宇投資 資宇投資
環宇投資 誠宇創業投資
環宇投資 華新麗華
環宇投資 來來百貨
環宇投資 欣光華
環宇投資 宏宇管理顧問
環宇投資 開宇研究諮詢
上億榮投資 石桓開發
上億榮投資 展威科技
嘉新國際 佐佑投資
嘉新國際 嘉泥建設開發
嘉新國際 台灣鴻新船業
和佢國際事業 劍湖山世界
升盈 榮成投資開發
升盈 玉瑪工程
升盈 民皓企業有限公司
民台科技 永嘉國際開發
協昌興貿易 高興昌鋼鐵
能率影業 能率豐聲
永通投資 源堃建設
凱綺投資 美麗華城巿發展
頎茂光電 晟騰投資有限公司
頎茂光電 有禾投資有限公司
頎茂光電 茂林光電科技
恩斯特生物科技 豐疇投資
中壢汽車客運 嘉德晶光電
中壢汽車客運 中客旅行社有限公司
中壢汽車客運 臺灣智慧卡
台灣電鏡儀器 創新工業技術移轉
高雄空廚 長榮國際
明揚國際科技 福致投資開發
明揚國際科技 明安國際企業
寶建科技 寶建化工
五鳳旗實業 懷德投資
五鳳旗實業 老爺大酒店
喜旺投資有限公司 松崗資產管理
喜旺投資有限公司 龍邦國際興業
金福興開發 福園建設
聯訊陸創業投資 員全
聯訊陸創業投資 兆豐國際商業銀行
聯訊陸創業投資 和利投資
聯訊陸創業投資 龍佃海洋生物科技
聯訊陸創業投資 因華生技製藥
聯訊陸創業投資 中華化學纖維
華謚建設 春地實業
華謚建設 惇棋實業
富元興 南和興產
華立投資 威泰投資
華立投資 泛德投資
華立投資 華創車電技術中心
華立投資 樂文實業
裕華彩藝 永豐紙業
家福 統一企業
家福 家樂福電信
達宇通信工程 申東企業
良欣財務 大聯大投資控股
良欣財務 辛耘企業
漢民科技 漢信投資
漢民科技 漢磊科技
安和製衣 遠東新世紀
安和製衣 亞東證券
碩辣椒 紅心辣椒娛樂科技
碩辣椒 台灣碩網網路娛樂
錡美精機 閎暉實業
欣欣水泥企業 榮僑投資
欣欣水泥企業 中國鋼鐵
欣欣水泥企業 嘉環東泥
欣欣水泥企業 中聯資源
聖立開發 聖立科技
永豐創業投資 波士頓生物科技創業投資
永豐創業投資 真茂科技
永豐創業投資 聯安服務
永豐創業投資 麥實創業投資
永豐創業投資 臺灣育成中小企業開發
永豐創業投資 匯川創業投資
永豐創業投資 網訊電通
永豐創業投資 上智生技創業投資
永豐創業投資 全球傳動科技
永豐創業投資 永豐金融控股
台灣三菱鉛筆 利百代國際實業
益通動能科技 基益企業
和銘興業 超格實業
永豐餘開發投資 兆伸電訊
永豐餘開發投資 廣源投資
永豐餘開發投資 台灣基因科技
永豐餘開發投資 上智生技創業投資
安和金屬工業 互助營造
正光照明 日光電器
富翔電機有限公司 鈞鴻電機
逸凡科技 安心付
逸凡科技 網際威信
正和 鑫鉅光學
正和 志松投資
航偉科技 貿聯企業
和信超媒體 聚樂客數位科技
和信超媒體 完美對子娛樂
和信超媒體 指樂數位
和信超媒體 樂無極整合行銷
三圓創業投資 山圓建設
三圓創業投資 首席財務管理顧問
罡宜 孫華氏國際
統盛開發建設 華辰保全
統盛開發建設 紫盛國際投資
統盛開發建設 云辰電子開發
鼎之奇科技 鼎元光電科技
慕穗科技 慕僑投資有限公司
慕穗科技 辰波實業
慕穗科技 慕迪投資有限公司
元捷投資 台灣苯乙烯工業
元捷投資 裕捷投資
江陵機電 江陵創新育成
江陵機電 旭海投資
興盛營造 興威
正基科技 集星創業投資
正基科技 中亞創業投資
正基科技 正文科技
德杰實業 德良
南玉堂 南和興產
敦南開發投資 光生投資事業
敦南開發投資 旭寶投資
敦南開發投資 旭福投資
福鹿工業 湘樺投資
台灣日立物流 台灣日立
中欣開發 高雄捷運
中欣開發 景盈投資
中欣開發 漢威巨蛋開發
中欣開發 群欣置業
中欣開發 中國鋼鐵
遠東建設事業 遠雄悅來大飯店
遠東建設事業 信宇投資
遠東建設事業 麗景育樂開發
遠東建設事業 遠雄巨蛋事業
中部投資有限公司 佳凌科技
荃寶科技 世平興業
荃寶科技 百利富達
全道投資有限公司 至興精機
北港有線電視 冠華管理顧問
健安生技 生展生物科技
龍泉投資 理成營造工程
斯其大科技 華新儀錶
斯其大科技 銘異科技
泰伯投資 統一企業
泰伯投資 臺南紡織
臺運實業 慶大運通
臺運實業 臺灣運輸
台灣植體科技 燁聯鋼鐵
台灣植體科技 豐疇投資
台灣植體科技 孫華氏國際
台灣植體科技 登美醫務管理顧問
台灣植體科技 亮勳企業有限公司
台灣植體科技 慈陽科技工業
台灣植體科技 永基投資
台灣植體科技 中盈投資開發
芭比儂國際 儂儂雜誌社
明藝國際媒體 達利貳投資有限公司
明藝國際媒體 達利投資
士柏資訊 尚豐
信興工業 德園興產
信興工業 信成商行
信興工業 和益化學工業
福塑工程 台亞石油
福塑工程 台灣福闊有限公司
眾來媒體 眾來科技
德懋開發實業 春地投資有限公司
德懋開發實業 美佳投資
和泰興業 和昭實業
和泰興業 和申興業
和泰興業 智得傳播興業
和泰興業 金山貿易
滿好貿易 欣領航科技
滿好貿易 滿勝興業
滿好貿易 滿富興業
滿好貿易 加好興業有限公司
夏都投資 官田鋼鐵
程智科技 麥實創業投資
達和航運 台灣通運倉儲
源創顧問 源景創業投資
源創顧問 源茂投資
源創顧問 方晧投資
源創顧問 正雅投資有限公司
源創顧問 品宣投資
東明纖維工業 得力實業
東貝光電科技 安提亞科技
東貝光電科技 前源科技
東貝光電科技 浩源科技
新義興投資有限公司 宏連數位行銷科技
新義興投資有限公司 碩志科技
新義興投資有限公司 創益科技顧問
新義興投資有限公司 碩英
慧旺投資 力旺電子
禾鐘 漢鐘精機
惇棋實業 美協事業
日展投資 保力達
五零行動科技 神達電腦
新工環保科技 智醫海量數據
達楷生醫科技 創新工業技術移轉
達楷生醫科技 臺灣永光化學工業
太廣開發 明陽開發
天天利投資 欣桃天然氣
海峽兩岸商務服務 國領投資
常安永業投資有限公司 台灣日立
英雄電影 新揚投資
金澄建設 華新麗華
金澄建設 大小建營造
瑞盛投資 瑞儀光電
瑞聖 智成電子
瑞聖 智安電子
瑞聖 智聖電子
瑞聖 漢芝電子
鴻圖工程 大日高能投資
鴻圖工程 億昇能源科技
新台 福竑
新台 傑出材料科技
新台 速太
新台 榮盈工業
三慧科技 邦之科技實業
博訊科技 台濼控制工程
大灣科技 台灣東洋藥品工業
中興商業銀行 燿華電子
中興商業銀行 國領投資
中興商業銀行 憬興投資
泛太建設開發 二十一世紀不動產
泛太建設開發 海博爾科技
欣達有限公司 隆安國際社顧問
友晁能源材料 友嘉實業
友晁能源材料 廣運機械工程
明新電子 奇鋐科技
華南創業投資 文欣投資有限公司
華南創業投資 福元投資
華南創業投資 永記造漆工業
華南創業投資 明安國際企業
華南創業投資 台灣福興工業
日茂新材料 致茂電子
康晟投資 惠嘉電實業
康晟投資 中創國際
申利國際 申聯企業
基泰生活科技 福泰投資有限公司
興邦國際 宜新國際
興邦國際 豐能動力科技
興邦國際 寰泰有限公司
興邦國際 金柏國際
逸祥國際 美吾華
新音科技 吉嘉電子
新音科技 新眾電腦
台麥開發 協美實業
台麥開發 弘千建設
台麥開發 仰德投資事業
燁宏企業 國統投資開發
燁宏企業 興隆投資開發
燁宏企業 宏埕企業
燁宏企業 偉喬投資開發
燁宏企業 鼎固營造
福相國際 宗盈國際科技
安心食品服務 安台國際投資
安心食品服務 光元實業
欣邦材料科技 致碩
欣邦材料科技 信邦電子
盈保發展有限公司 富邦建設
中亞創業投資 富昕科技
中亞創業投資 億力光電
中亞創業投資 晶茂達半導體科技
汎太半導體 太投興業
華宏新技 郡宏光電
華宏新技 華立企業
華宏新技 鼎茂光電
達和清宇 中央投資
達和清宇 達和環保服務
時報國際廣告 中國時報文化事業
茂陞投資 佳泰瑞貿易
茂陞投資 統昱投資
三樂投資開發 皇品投資
三樂投資開發 光明投資
三樂投資開發 同安投資
三樂投資開發 丹龍建設
三樂投資開發 丹佛育樂
三樂投資開發 高棋投資
三樂投資開發 高點投資
三樂投資開發 美德投資
群泰環保科技 千翔保全
群泰環保科技 雅聞文化有限公司
新亞洲數碼 厚茂
美昇國際影業 數位行動科技
碁因遊戲 億銆投資
欣捷投資 德年國際
中華商業銀行 申隆企業
中華商業銀行 東嘉投資
中華商業銀行 聯森有限公司
中華商業銀行 東友國際有限公司
中華商業銀行 英湘企業
中華商業銀行 嘉通
中華商業銀行 嘉新食品化纖
寬頻電訊 緯來電視網
屏通科技 研華投資
屏通科技 文心國際投資有限公司
台灣三菱電梯 中國菱電
台灣三菱電梯 大生行
台灣三菱電梯 中菱物業管理
台灣三菱電梯 利創
穎達農牧 潤成
寒樁 寒舍投資
力旭光電 世成科技
京畿 新盛二創業投資
京畿 旭品科技
台灣開得投資 開興工業
台灣開得投資 旗勝科技
康和投資 中康投資
佳碁光電科技 怡華實業
合俐資服 華辰保全
亞台開發 南亞塑膠工業
亞台開發 臺灣塑膠工業
旺兆 南和興產
宏利汽車部件 中國鋼鐵
宏利汽車部件 璋釔鋼鐵廠
德威投資 先施百貨
德威投資 美亞鋼管廠
王子水電企業 誠實投資控股
和柏投資 和豐投資
和柏投資 中信投資
群傳媒 上誼文化實業
群傳媒 巨思文化
群傳媒 城邦文化事業
歐華創業投資 百達投資
歐華創業投資 兆豐國際商業銀行
歐華創業投資 元翎精密工業
歐華創業投資 建大工業
歐華創業投資 倫飛電腦實業
歐華創業投資 富華創業投資
歐華創業投資 育華創業投資
歐華創業投資 尚茂電子材料
碩禾電子材料 國碩科技工業
碩禾電子材料 春如投資有限公司
碩禾電子材料 芯和能源
昇大實業有限公司 日揚科技
名豐建設 太洋投資
康和建設實業 瑞年投資
豐潤國際實業有限公司 能率豐聲
德衡投資 開發工業
聯有企業 南聯國際貿易
帛漢 成漢熱傳科技
帛漢 燦元科技
耐斯馬哥波羅管理顧問 大夯國際開發
耐斯馬哥波羅管理顧問 和鼎國際開發
耐斯馬哥波羅管理顧問 樂山投資
耐斯馬哥波羅管理顧問 上鉅國際
耐斯馬哥波羅管理顧問 村園和業
耐斯馬哥波羅管理顧問 和園投資
詠明興業 永威投資
關友 偉城投資
亞洲酷旅 酷旅老房旅店
亞洲酷旅 吉市文創
安格科技 安國國際科技
智寶電子 寰泰有限公司
智寶電子 國巨
智寶電子 富昕科技
台灣克萊斯勒汽車銷售 華中汽車
銓緯投資 台灣運動彩券
銓緯投資 寬和開發
銓緯投資 陸迦有限公司
群和創業投資 裕祥興業
群和創業投資 元佑實業有限公司
群和創業投資 新勝
群和創業投資 新壽公寓大廈管理維護
寒舍國際酒店 宣威投資
先探理財顧問 財訊快報社
心智投資有限公司 鼎宇建設
致德有限公司 南和興產
宣捷生物科技 漢信投資
宣捷生物科技 宣捷幹細胞生技
宣捷生物科技 雲義科技
台灣金融資產服務 臺灣銀行
台灣金融資產服務 兆豐國際商業銀行
台灣金融資產服務 臺灣中小企業銀行
台灣金融資產服務 彰化商業銀行
樂利 東安投資
樂利 好滴餐飲
奇能數位科技 上奇科技
新盛二創業投資 新揚投資
新盛二創業投資 永豐金證券
新盛二創業投資 明興投資
中國經濟通訊社 鼎世
中國經濟通訊社 人事線上
中國經濟通訊社 富園事業
中國經濟通訊社 杉怡實業
中國經濟通訊社 數位分類線上
萬家福 元邦租賃
萬家福 招商物產管理有限公司
中洋投資 瑞年投資
強固公寓大廈管理維護 強固保全
聯合發行 創新書報
聯合發行 農學
聯合發行 寂天文化事業
技創科技 亞達投資開發
技創科技 福輝投資開發
欣威投資 盈武企業
欣威投資 聯錏鋅彩
怡晉國際 佳和實業
怡晉國際 怡華實業
聖立科技 浩軒創業投資
台新國際商業銀行 台新大安租賃
台新國際商業銀行 大中票券金融
台新國際商業銀行 台新保險代理人
台新國際商業銀行 台新建築經理
台新國際商業銀行 聯安服務
台新國際商業銀行 台新金融控股
台新國際商業銀行 安信建築經理
台新國際商業銀行 登峰創業投資
台新國際商業銀行 悠遊卡投資控股
中都汽車百貨 宗億國際
中都汽車百貨 赫揚科技
華菱汽車 咸瑞科技
華菱汽車 匯豐汽車
華菱汽車 睿華國際管理顧問
華菱汽車 敬得科技
微安科技 華邦電子
碩豐數位科技 尚豐
欣林天然氣 寶泰投資
欣林天然氣 富山精機廠
欣林天然氣 坤泰投資
欣林天然氣 欣彰天然氣
臺企財產保險代理人 臺灣中小企業銀行
匯孚投資開發 愛寶諾國際開發
匯孚投資開發 唐麗文化媒體
匯孚投資開發 耐斯國際開發
聖恩人身保險代理人 聖恩全生涯事業
和愛通商 和豐國際開發有限公司
和愛通商 劍湖山世界
和愛通商 和田國際開發有限公司
和愛通商 和園投資
頂固開發 台北金融大樓
光磊科技 信越光電
光磊科技 巨鑫投資
光磊科技 光頡科技
光磊科技 合眾投資
光磊科技 巨鎵科技
金來國際實業 台灣愛克思資訊科技
金來國際實業 金鈴汽車
金來國際實業 盛富開發
金來國際實業 第一投資
金來國際實業 萬泰租賃
金來國際實業 泰勝科技
銓誠資產管理 富代投資
銓誠資產管理 豪甫建設
銓誠資產管理 國協投資
有力投資有限公司 三豐建設
大同壓鑄 大同
海華建設 都和企業
海華建設 七億建築經理
海華建設 台灣建築經理
海華建設 純勁企業
海華建設 建怡實業
海華建設 華旺營造廠
海華建設 總成企業
海華建設 易致
慧霖鋼鐵有限公司 欣湖天然氣
凱基證券 德欣創業投資
凱基證券 凱基創業投資
凱基證券 凱基證券投資顧問
東邦紅茶 新陽投資
翰可國際 聚恆科技
翰可國際 翰暘科技
力興投資 力鵬企業
力興投資 力麗企業
鼎威研發 利鼎創業投資
智宏投資 智原科技
智宏投資 陽泰電子
智宏投資 晶鑫電子
智宏投資 寅通科技
智宏投資 昇亮科技
沅滿投資 沅水企業
聯耀科技 天隆投資
至興精機 全興投資開發
至興精機 福元投資
至興精機 全泰投資
緯晶光電 緯創資通
玉晟管理顧問 玉晟創業投資
玉晟管理顧問 智新投資
盛台石油 和桐化學
盛台石油 中華全球石油
貿華投資 中國航運
虹堡科技 勁永國際
菁達實業 長森興業
旭利安製藥科技 旭富製藥科技
活潑好動科技 元尊投資
烏山頭 烏山頭開發
烏山頭 茄渼國際興業有限公司
滙聯汽車 八九運輸
滙聯汽車 匯豐汽車
滙聯汽車 福輪汽車
滙聯汽車 勁利安
滙聯汽車 凱興保險代理人
金弘科技 佳鎂科技
蘿莎玫瑰山莊 愛健生命科學
大衛電子 詮欣
新永興投資 臺南紡織
環隆電氣 日月光半導體製造
環隆電氣 達基投資
環隆電氣 展毅投資
和聯通商 愛之味
和聯通商 耐斯企業
合康工程顧問 天籟實業
勤實家房屋仲介 勤實佳稅務顧問有限公司
日盛汽車租賃 日盛國際租賃
米蘭電子 雷科
米蘭電子 驊麓寶實業
欣湖企業 力長企業
臺億建築經理 玉新投資
臺億建築經理 政達龍投資
臺億建築經理 臺灣銀行
源巢投資 源創產業投資顧問
盛惟管理顧問 盛惟投資
健喬信元醫藥生技 祐僑
健喬信元醫藥生技 威今基因科技
健喬信元醫藥生技 馥輝醫藥生技
健喬信元醫藥生技 因華生技製藥
健喬信元醫藥生技 群喬投資
珈國投資 福座開發
一二三視 創新工業技術移轉
一二三視 新誼整合科技
山景礦業開發有限公司 將材礦務
正聲廣播 中國電視事業
華茂開發 華固建設
中華碩銓科技 碩銓科技
新復成投資 坤慶國際開發
新復成投資 大家庭文化教育
凱薩 佳采育樂
倫鼎 崑鼎投資控股
鴻鈦投資有限公司 中創國際
金車噶瑪蘭 金車
世毅投資有限公司 漢鐘精機
統祥 南聯國際貿易
潤成投資控股 寶成工業
潤成投資控股 潤泰全球
潤成投資控股 潤泰創新國際
潤成投資控股 長春投資
勝普電子 南亞科技
鑫寶創業投資 賽加投資
太瑞電通 太平洋電線電纜
金旺亨 南和興產
豐祿開發投資 堅達投資
豐祿開發投資 仲冠投資
躍欣生技醫藥 祐僑
躍欣生技醫藥 躍晉生技醫藥
躍欣生技醫藥 一成藥品
躍欣生技醫藥 綺麗健康奈米生醫
躍欣生技醫藥 力祥藥品
躍欣生技醫藥 健亞生物科技
躍欣生技醫藥 優綺奈米生醫
華文創 中國信託創業投資
廣源投資 明芳工業
廣源投資 源亨投資
廣源投資 山本國際投資
廣源投資 臺灣塑膠工業
廣源投資 勤美
廣源投資 協祥機械工業
澄智數位行銷有限公司 茉莉美人文化事業
弘旭送風空調機械 碳能科技
鈺創科技 凱駿投資
鈺創科技 聿勤科技
鈺創科技 珒聿投資
鈺創科技 日日新半導體架構
鍾山投資 華固建設
創新工業技術移轉 源耀科技
創新工業技術移轉 圓智科技
創新工業技術移轉 慧流系統整合
創新工業技術移轉 玖鼎電力資訊
創新工業技術移轉 創智智權管理顧問
創新工業技術移轉 昱景科技
創新工業技術移轉 台灣駐極體電子
創新工業技術移轉 台灣冷鏈集成
創新工業技術移轉 統達能源
創新工業技術移轉 水之源企業
創新工業技術移轉 揚興科技
創新工業技術移轉 利憶科技
創新工業技術移轉 大砌國際電子
創新工業技術移轉 願景創業投資
創新工業技術移轉 鼎茂光電
創新工業技術移轉 新菱創業投資
創新工業技術移轉 優利德電球
創新工業技術移轉 萬吉達科技
全景軟體 大眾電腦
全景軟體 鼎創有限公司
全景軟體 碩英
通迅 東捷資訊服務
大川大立數位影音 信音企業
大川大立數位影音 中影
廣興機電 福美酒店
廣興機電 盛元投資
廣興機電 三奇投資
廣興機電 夸克投資
博大 台大創新育成
建台水泥 健富國際
建台水泥 東展興業
建台水泥 通發進企業
建台水泥 建台開發
建台水泥 隆大投資有限公司
建台水泥 雙象建設
北都酷比汽車 誠隆汽車
北都酷比汽車 七和實業
華信國際投資 映景科技
華信國際投資 羅盛才
三商電腦 金榮電腦
三商電腦 華眾國際科技
三商電腦 華合科技
三商電腦 三商資訊
大鏵投資 大山電線電纜
華夏投資 傳通遠教
華夏投資 神旺投資
都和企業 財成企業
都和企業 台灣建築經理
都和企業 總成企業
榮和貿易 光和貿易
益和 中南紡織
恆昇國際企業有限公司 宜廣實業
全泰投資 德芝美國際事業
全泰投資 全拓
全泰投資 全興國際事業
全泰投資 全興工業
全泰投資 全興投資開發
巨龍公寓大廈管理維護 巨龍保全
怡昌投資 波士頓生物科技創業投資
怡昌投資 台灣工銀貳創業投資
怡昌投資 臺灣工業銀行
歐康投資 全能科技
歐康投資 玉山金融控股
威力國際開發 漢威巨蛋開發
威力國際開發 威力公寓大廈管理維護
威力國際開發 漢神管理顧問
高瑞資訊科技 財訊快報社
耀鵬投資 德安創業投資
利臺國際 特力
新竹貨運 新竹物流
同利投資 新竹物流
台灣優視媒體科技 福記投資
台灣優視媒體科技 神旺投資
富得瑞科技 尚豐
奕廷投資 振廷投資
奕廷投資 就業情報資訊
奕廷投資 國太企管顧問有限公司
溢華國際 益華
統凰企業 南聯國際貿易
國揚實業 上揚國際資產管理
國揚實業 吉贊實業
國揚實業 承啟有限公司
國揚實業 水美溫泉浴室企業
豪威先進 緯創資通
豪威先進 鼎創有限公司
豪威先進 茂欣投資
威華微機電 希華晶體科技
宏鑫創業投資 新實運輸
宏鑫創業投資 勇春
宏鑫創業投資 富鑫顧問
宏鑫創業投資 宏碁
旺來興企業 福盈實業
